"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","660","660","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","660","660","33"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","660","660","11"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","662","662","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","662","662","87"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","662","662","89"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","662","662","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","662","662","10"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","663","663","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","663","663","47"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","663","663","41"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","663","663","27"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","663","663","20"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","664","664","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","664","664","85"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","664","664","64"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","664","664","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","664","664","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","667","667","53"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","667","667","93"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","667","667","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","667","667","36"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","667","667","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","668","668","79"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","668","668","110"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","668","668","128"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","668","668","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","668","668","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","669","669","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","669","669","77"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","669","669","74"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","669","669","32"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","669","669","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","670","670","53"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","670","670","95"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","670","670","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","670","670","41"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","670","670","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","672","672","41"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","672","672","55"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","672","672","57"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","672","672","27"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","672","672","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","673","673","54"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","673","673","95"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","673","673","87"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","673","673","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","673","673","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","674","674","33"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","674","674","73"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","674","674","54"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","674","674","34"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","674","674","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","675","675","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","675","675","59"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","675","675","60"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","675","675","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","675","675","6"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","677","677","39"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","677","677","96"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","677","677","80"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","677","677","27"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","677","677","3"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","678","678","30"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","678","678","81"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","678","678","79"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","678","678","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","678","678","5"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","679","679","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","679","679","62"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","679","679","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","679","679","25"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","679","679","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","680","680","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","680","680","105"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","680","680","71"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","680","680","34"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","680","680","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","681","681","18"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","681","681","34"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","681","681","52"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","681","681","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","681","681","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","682","682","38"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","682","682","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","682","682","62"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","682","682","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","682","682","15"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","683","683","30"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","683","683","72"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","683","683","62"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","683","683","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","683","683","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","685","685","11"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","685","685","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","685","685","11"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","685","685","6"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","685","685","5"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","686","686","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","686","686","54"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","686","686","36"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","686","686","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","686","686","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","687","687","25"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","687","687","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","687","687","89"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","687","687","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","687","687","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","688","688","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","688","688","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","688","688","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","688","688","27"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","688","688","8"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","689","689","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","689","689","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","689","689","81"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","689","689","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","689","689","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","690","690","30"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","690","690","94"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","690","690","49"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","690","690","34"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","690","690","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","691","691","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","691","691","68"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","691","691","75"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","691","691","37"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","691","691","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","692","692","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","692","692","70"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","692","692","67"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","692","692","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","692","692","21"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","693","693","24"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","693","693","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","693","693","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","693","693","15"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","693","693","3"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","694","694","20"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","694","694","37"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","694","694","18"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","694","694","18"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","694","694","7"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","695","695","37"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","695","695","75"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","695","695","73"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","695","695","32"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","695","695","20"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","696","696","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","696","696","113"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","696","696","104"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","696","696","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","696","696","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","697","697","63"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","697","697","68"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","697","697","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","697","697","56"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","697","697","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","710","710","25"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","710","710","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","710","710","22"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","710","710","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","710","710","9"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","Total","-1","463"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","Total","-1","771"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","Total","-1","221"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","900","900","68"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","900","900","103"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","900","900","46"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","903","903","79"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","903","903","123"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","903","903","38"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","905","905","55"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","905","905","133"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","905","905","20"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","910","910","80"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","910","910","99"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","910","910","31"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","912","912","52"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","912","912","103"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","912","912","30"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","913","913","79"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","913","913","115"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","913","913","40"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Lisa D. Voeltz","914","914","50"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","Paul Greenlee","914","914","95"
"CITY OF WASHOUGAL COUNCIL - POSITION NO. 3","CR","George Kolin","914","914","16"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","Total","-1","1082"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","Total","-1","493"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","Total","-1","1464"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","480","480","45"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","480","480","26"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","480","480","91"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","485","485","46"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","485","485","12"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","485","485","71"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","487","487","16"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","487","487","3"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","487","487","40"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","490","490","25"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","490","490","17"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","490","490","136"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","491","491","4"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","491","491","5"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","491","491","10"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","500","500","48"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","500","500","30"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","500","500","147"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","502","502","29"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","502","502","21"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","502","502","106"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","503","503","35"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","503","503","22"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","503","503","58"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","505","505","54"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","505","505","28"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","505","505","162"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","510","510","3"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","510","510","0"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","510","510","2"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","515","515","132"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","515","515","68"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","515","515","127"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","520","520","11"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","520","520","6"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","520","520","13"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","522","522","62"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","522","522","17"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","522","522","52"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","525","525","37"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","525","525","4"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","525","525","19"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","527","527","86"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","527","527","47"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","527","527","61"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","528","528","17"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","528","528","4"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","David Town","528","528","1"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","W. Frank Mazna","535","535","25"
"CLARK COUNTY FIRE and RESCUE COMMISSIONER, POSITION NO. 1","CR","Richard Britschgi","535","535","10"
